"LOB","EDW_MEMBER_CK","MEMBER_MEDICAID_ID","MEMBER_KEY","MEMBER_NAME","MEMBER_SEX","MEMBER_DOB","MEMBER_ADDRESS_1","MEMBER_ADDRESS_2","MEMBER_CITY","MEMBER_STATE","MEMBER_ZIP","MEMBER_COUNTY","MEMBER_REGION","MEMBER_PRIMARY_PHONE","MEMBER_HOME_PHONE","MEMBER_CELL_PHONE","MEMBER_LANGUAGE","MEMBER_ELIG_START_DT","MEMBER_ELIG_END_DT","MEMBER_ACTIVE_IND","PCP_IRS_NBR","PCP_IRS_NAME","PCP_NPI","PCP_PROV_KEY","PCP_FIRST_NAME","PCP_LAST_NAME","PCP_ADDRESS1","PCP_ADDRESS2","PCP_CITY","PCP_STATE","PCP_ZIP","PCP_PHONE","PCP_FAX"
"MEDICAID","84796543","224504757558","GA22787863774","COURTNEY FLOWERS","F","2013-11-02","4718 LAKE PL","","NEW NICOLEBURY","GA","30174","PAULDING","ATLANTA","8557289519","","","English","2024-01-12","9999-12-31","Y","988583702","ROME MEDICAL CENTER","1935084512","GA573424-2931","LINDA","KIM","8142 MAGNOLIA TER","Ste 12","JOHNSONCHESTER","GA","30009","9658559169","9078335473"
"MEDICAID","31428025","578693326519","GA35785554890","JONATHAN W BARTLETT","F","1992-04-06","6718 BROOK RD","","JUSTINTON","GA","30110","CARROLL","ATLANTA","3075257805","","","English","2025-12-01","9999-12-31","Y","891711931","VILLA RICA PRIMARY CARE ASSOCIATES","3938771215","GA992685-6425","JESSICA","WRIGHT","8057 AZALEA LN","Apt 229","EAST JAMIE","GA","30180","9152489825","9554651623"
"MEDICAID","15876771","934817880730","GA47547094576","ROBIN JONES","F","2014-07-11","2112 MILL ST","","PORT RICHARD","GA","30102","HARALSON","ATLANTA","7075345667","","","English","2025-07-12","9999-12-31","Y","635300635","MARIETTA PRIMARY CARE ASSOCIATES","6739792228","GAP24096572593-0641","GINA","MAYO","2253 SUNSET RD","Ste 239","LAKE CHARLESLAND","GA","30117","9467044178","8146873338"
"MEDICAID","72559147","636828664431","GA34147323160","PAUL H SANDERS","M","2014-01-19","2872 MAPLE HWY","","HEATHERBOROUGH","GA","30186","PAULDING","ATLANTA","3234186490","","","English","2026-02-16","9999-12-31","Y","","","","","","","","","","","","",""
"MEDICAID","76511093","480393205035","GA94052061652","MARK HILL","F","2014-08-16","8355 DOGWOOD PL","","PORT KIMBERLY","GA","30148","CARROLL","ATLANTA","4838426765","","","English","2026-01-24","9999-12-31","Y","587865728","BREMEN HEALTH SERVICES INC","1916803122","GA128543-7651","LAURA","MULLINS","2139 ELM CT","","TAMMYSTAD","GA","30180","6712692579","6938025163"
"MEDICAID","79679317","521448758163","GA89691124837","STEPHEN MARKS","F","2014-06-07","9999 LINCOLN ST","","EAST KELLY","GA","30199","CARROLL","ATLANTA","5518778179","","","English","2023-09-01","9999-12-31","Y","900602654","TEMPLE HEALTH SERVICES INC","5824887835","GA115053-4015","TANYA","BUTLER","1481 PIEDMONT TER","Apt 110","NORTONBOROUGH","GA","30180","5912749024","6307645784"
"MEDICAID","52223729","139119695490","GA74388842165","KRISTIN DEAN","F","2014-11-28","6317 LINCOLN LN","","SOUTH SAMANTHA","GA","30154","PAULDING","ATLANTA","","","","Spanish","2021-05-01","9999-12-31","Y","546744816","ROME SURGICAL SPECIALISTS","5026733333","GA460333-1116","JENNIFER","NORRIS","1951 HILL PL","","NEW NICOLE","GA","30157","4623214994",""
"MEDICAID","24504222","351402625285","GA58096198396","ALEXANDRA BARNES","F","2014-10-13","8155 MILL HWY","","ANDERSONSIDE","GA","30101","CARROLL","ATLANTA","8116671489","","","English","2025-01-01","9999-12-31","Y","231715004","ATLANTA HEALTHCARE GROUP","8228327239","GA956476-4013","BRIAN","CHANEY","4371 MAGNOLIA TER","","SOUTH MELISSABERG","GA","30030","5739083539","8255495035"
"MEDICAID","25335523","707539600629","GA58183787534","ROBERT HERNANDEZ","M","2014-08-07","409 DOGWOOD DR","","WEST ANNESIDE","GA","30164","CARROLL","ATLANTA","9416711999","","","English","2025-03-01","9999-12-31","Y","435496197","VILLA RICA WELLNESS GROUP","2359739879","GAP16312737458-2214","JOSEPH","FERNANDEZ","5455 RIDGE PL","Apt 256","WEST HANNAHFORT","GA","30110","6582051293","8863922012"
"MEDICAID","53239933","482724231218","GA81450778089","BRIANNA CHANG","M","2014-08-20","7613 MILL TER","","NORTH DAVID","GA","30153","CARROLL","ATLANTA","6876521905","","","English","2026-01-24","9999-12-31","Y","587865728","MARIETTA FAMILY MEDICINE","1916803122","GA128543-7651","JOSEPH","BUCHANAN","2803 AZALEA WAY","","LAURAFURT","GA","30180","7409738793","9952496302"
"MEDICAID","24268607","321480603741","GA10424926854","SHEILA BUCKLEY","M","2014-05-18","1891 DOGWOOD BLVD","","KARENLAND","GA","30123","CARROLL","ATLANTA","5168467115","","","English","2024-11-01","9999-12-31","Y","435496197","TEMPLE CARE CLINIC","5970594459","GAP11123509778-8710","AARON","MCMAHON","3570 PIEDMONT RD","","SOUTH JUSTIN","GA","30117","7202084493","2206463516"
"MEDICAID","17602238","952200639470","GA39406675885","ANNA R GARCIA","F","1996-08-04","1595 LINCOLN HWY","","NEW BRIAN","GA","30130","PAULDING","ATLANTA","5454151439","","6748676061","English","2025-12-01","9999-12-31","Y","541413020","BREMEN MEDICAL CENTER","3162159570","GA306474-9621","CHRISTOPHER","FRAZIER","9583 RIVER HWY","Apt 239","WILLIAMSTOWN","GA","30274","3874891113","6033187551"
"MEDICAID","89820119","455717794868","GA97138383382","JUSTIN NICHOLS","F","2007-12-09","7285 HIGHLAND DR","","KARENFURT","GA","30191","CARROLL","ATLANTA","2202728945","","","English","2025-01-01","9999-12-31","Y","435496197","TEMPLE MEDICAL CENTER","5970594459","GAP11123509778-8710","VANESSA","MARTIN","5130 VALLEY ST","","SOUTH PHILLIP","GA","30117","8989948924","4415575034"
"MEDICAID","57087553","844838838923","GA77783260137","MAURICE D JENKINS","M","2008-11-25","6595 VALLEY TER","","REBECCABERG","GA","30148","CARROLL","ATLANTA","4003065295","","","English","2025-04-01","9999-12-31","Y","435496197","ROME PRIMARY CARE ASSOCIATES","5970594459","GAP11123509778-8710","PHILIP","HIGGINS","5338 MAGNOLIA DR","","CONTRERASTON","GA","30117","3116294041","3313889138"
"MEDICAID","41156769","981183936936","GA51912298769","PATRICK P WASHINGTON","M","2013-09-11","226 SUNSET LN","","NORTH DOUGLASFORT","GA","30145","PAULDING","ATLANTA","3063548712","","","English","2025-05-01","9999-12-31","Y","636983499","TEMPLE PRIMARY CARE ASSOCIATES","9376070311","GA817322-1114","NATHAN","WOODS","7616 PARK HWY","","SOUTH COURTNEY","GA","30328","7424455491",""
"MEDICAID","84699371","646177138817","GA34514234823","CHELSEA JOHNSON","M","2012-06-06","9053 SUNSET LN","","GONZALEZFORT","GA","30107","PAULDING","ATLANTA","3765593873","","","English","2025-05-01","9999-12-31","Y","636983499","MARIETTA MEDICAL CENTER","9376070311","GA817322-1114","SHAWN","TURNER","4434 RIDGE TER","","CAREYMOUTH","GA","30328","7075466103",""
"MEDICAID","38787107","121149483579","GA92113171586","JOSHUA THOMAS","F","2014-05-11","8078 PARK TER","","PARKERSTAD","GA","30137","CARROLL","ATLANTA","3118534005","","","English","2025-08-01","9999-12-31","Y","691427384","ROME PRIMARY CARE ASSOCIATES","3778040372","GA100712-8405","HEATHER","STEWART","900 HIGHLAND TER","","SAVANNAHVIEW","GA","30110","7462201084","7029409184"
"MEDICAID","68884192","393654418321","GA75633649392","CHARLOTTE STEELE","M","2015-08-25","9375 RIVER PKWY","","ERNESTTOWN","GA","30150","HARALSON","ATLANTA","7888416855","","","English","2024-01-01","9999-12-31","Y","435496197","VILLA RICA MEDICAL ASSOCIATES","7484577050","GA590748-4612","STEVEN","BOYD","5512 MAGNOLIA AVE","Apt 410","WEST JEREMYLAND","GA","30180","3518242510","6695308670"
"MEDICAID","44408731","782410434530","GA24601793718","BENJAMIN C PRESTON","F","1981-09-15","342 MILL RD","","WHITEVIEW","GA","30104","CARROLL","ATLANTA","5916583083","","","English","2025-06-01","9999-12-31","Y","891711931","VILLA RICA HEALTH SERVICES INC","3938771215","GA992685-6425","ROBERT","COLEMAN","1083 MAGNOLIA RD","Apt 153","RIVERAMOUTH","GA","30180","4766429143","6149504625"
"MEDICAID","27242096","305325662310","GA83054836375","MARTIN B YOUNG","M","2015-11-04","3057 RIDGE PKWY","","NEW JAMESMOUTH","GA","30118","CARROLL","ATLANTA","4642537008","","","English","2025-09-01","9999-12-31","Y","435496197","BREMEN HEALTHCARE GROUP","2938946865","GA280597-5881","DAWN","WALLACE","1846 MAIN AVE","Ste 78","EAST WILLIAM","GA","30117","3686171247","5958431105"
"MEDICAID","16770222","290776555544","GA25025392766","JULIE MCCALL","F","1989-11-28","11 HILL TER","","CHRISTYVILLE","GA","30152","CARROLL","ATLANTA","5745503663","","","English","2025-03-05","9999-12-31","Y","405051659","VILLA RICA PRIMARY CARE ASSOCIATES","8048854879","GAP80094007706-2544","KAYLA","JONES","112 MILL TER","Ste 484","MYERSVILLE","GA","30087","7527697899","2697318904"
"MEDICAID","35544998","150022750110","GA63455488614","PENNY SMITH","M","2010-06-25","7044 RIDGE HWY","","EAST RANDALL","GA","30183","PAULDING","ATLANTA","5343079160","","","English","2026-02-05","9999-12-31","Y","160979760","MARIETTA FAMILY HEALTHCARE CENTER","6179066359","GA113379-9819","SARAH","NEAL","8753 BROOK HWY","Ste 182","MOOREVIEW","GA","30064","2562797387","3399079607"
"MEDICAID","33169440","353161936285","GA43708312445","LISA TURNER","M","2010-09-09","801 MAGNOLIA RD","","LAKE JEREMYFORT","GA","30122","CARROLL","ATLANTA","6804959712","","","English","2025-07-01","9999-12-31","Y","587865728","VILLA RICA PRIMARY CARE ASSOCIATES","1916803122","GA128543-7651","MICHAEL","BRADLEY","2748 FOREST TER","","BROWNBURY","GA","30180","2256903189","2953557750"
"MEDICAID","55868806","920846641218","GA24066699645","JUAN B VASQUEZ","M","2014-02-26","5887 CEDAR PL","","JESSEFURT","GA","30118","CARROLL","ATLANTA","5636416254","","","English","2025-09-10","9999-12-31","Y","587865728","TEMPLE PRIMARY CARE ASSOCIATES","1916803122","GA128543-7651","STEPHEN","JENKINS","284 PARK TER","","CHRISTOPHERSTAD","GA","30180","3844139410","3054406477"
"MEDICAID","82495396","232237247547","GA54232401584","HEATHER GARCIA","F","1994-06-14","9958 MILL WAY","","SOUTH MELISSA","GA","30139","CARROLL","ATLANTA","3598657611","","","English","2026-01-01","9999-12-31","Y","435496197","ROME WELLNESS GROUP","9575762466","GAP66605937458-8687","JAMES","BENNETT","5038 BROOK AVE","Apt 332","PORT ALLISON","GA","30117","9899888313","6779877309"
"MEDICAID","57522074","187801872491","GA30432136210","MISTY G TAYLOR","F","2015-11-01","243 FOREST AVE","","THOMASBERG","GA","30163","HARALSON","ATLANTA","5153595418","","","English","2025-11-01","9999-12-31","Y","405238577","MARIETTA MEDICAL GROUP OF","7216320172","GAP35732949972-6966","DONALD","WILSON","3284 LAKE DR","","PORT JOELAND","GA","30132","2377576537","4862081468"
"MEDICAID","65163168","424042030107","GA85558515910","TERRI RAMOS","F","2014-09-05","795 FOREST LN","Apt 119","KINGVILLE","GA","30170","PAULDING","ATLANTA","4216486043","","","English","2024-06-01","9999-12-31","Y","150559704","ROME MEDICAL ASSOCIATES","9142104697","GA686914-8958","DAWN","FIELDS","9698 CEDAR WAY","Apt 356","MILLERSHIRE","TX","76028","3469421665","6094414692"
"MEDICAID","27328716","360899965558","GA52224089464","MARGARET ADAMS","M","2015-02-08","6888 BROOK DR","","LAKE ANTHONY","GA","30181","CARROLL","ATLANTA","3587173215","","","English","2025-10-01","9999-12-31","Y","435496197","BOWDON HEALTH PARTNERS","2938946865","GA267835-9213","TIMOTHY","MATHEWS","6266 HILL TER","","EMILYSHIRE","GA","30117","8418939387","5735818410"
"MEDICAID","40155879","593078269411","GA54158492553","ROBERT K BREWER","M","2015-08-27","3827 BROOK RD","","MARTINEZBURY","GA","30177","CARROLL","ATLANTA","3572244028","","","English","2024-11-01","9999-12-31","Y","435496197","VILLA RICA MEDICAL CENTER","6565231850","GA767595-9935","KEVIN","ROGERS","6128 PIEDMONT HWY","","SCOTTTOWN","OH","44106","3089672888","7615731146"
"MEDICAID","59275190","715781181449","GA72981393200","JACOB L LEWIS","F","1990-02-04","6083 BROOK ST","","NORTH ASHLEYBURGH","GA","30116","CARROLL","ATLANTA","3302525508","","","English","2025-10-08","9999-12-31","Y","570843777","BREMEN MEDICAL ASSOCIATES","8275527196","GAP53941801897-3472","KATHY","WELCH","8341 MAPLE HWY","","NEW THOMASCHESTER","GA","30134","8499946049","4359895954"
"MEDICAID","67042308","879666277401","GA47723991439","MADISON FIGUEROA","F","1996-09-23","1360 FOREST LN","","LESLIEBERG","GA","30118","PAULDING","ATLANTA","","","","English","2025-11-01","9999-12-31","Y","570843777","CARROLLTON FAMILY MEDICINE","4590843826","GAP90327792769-0285","MATTHEW","POWELL","8683 WASHINGTON CT","Ste 66","STACYVIEW","GA","30132","8342511746","4889602931"
"MEDICAID","56529450","227705671262","GA97595321689","KATHERINE CAMACHO","F","2005-05-05","2358 BROOK WAY","","BRUCEBURGH","GA","30143","CARROLL","ATLANTA","2742037854","","","English","2025-12-01","9999-12-31","Y","435496197","VILLA RICA FAMILY HEALTHCARE CENTER","3584448981","GAP95029669017-4764","RYAN","JONES","70 WASHINGTON TER","","PORT TAMMYFORT","GA","30117","2949408356",""
"MEDICAID","45382212","964366380447","GA76201678871","LORI ROBERTSON","F","2010-06-10","1528 LINCOLN WAY","","NORTH MICHAELBURY","GA","30113","CARROLL","ATLANTA","4997847648","","","English","2024-09-01","9999-12-31","Y","417845060","CARROLLTON HEALTHCARE GROUP","3332303986","GAP43193042664-8190","MARK","CAMPBELL","4389 LAKE PKWY","Ste 81","LAKE GLENNMOUTH","GA","30180","9932901976","3866402416"
"MEDICAID","81609540","384850892721","GA46872638527","ERIK E COLLINS","M","2014-08-14","9178 MAPLE RD","","MICHAELMOUTH","GA","30181","CARROLL","ATLANTA","2426683653","","","English","2025-03-26","9999-12-31","Y","242915531","CARROLLTON HEALTHCARE GROUP","6421897779","GA770024-1198","ANDREW","PEREZ","3625 MAGNOLIA AVE","","PORT KEITH","TX","76104","8183173976",""
"MEDICAID","32754447","243363567634","GA25696651135","WILLIAM TAYLOR","F","2012-09-03","9630 MILL ST","","WEST JASONBERG","GA","30170","PAULDING","ATLANTA","5855483562","","","English","2026-01-01","9999-12-31","Y","347709354","TEMPLE MEDICAL CENTER","6109978572","GA114747-7203","KAREN","ROSALES","3037 PIEDMONT HWY","","RODRIGUEZMOUTH","GA","30165","8486288191",""
"MEDICAID","23650605","799416463964","GA16067204860","MELISSA SUAREZ","F","2015-09-06","2294 PARK DR","","NEW DANIELLEPORT","GA","30189","CARROLL","ATLANTA","9312632750","","","English","2023-09-01","9999-12-31","Y","444869769","TEMPLE MEDICAL CENTER","9921645959","GAP27570701172-4929","JESSICA","COOPER","5395 HIGHLAND TER","","CONNIEBURGH","GA","30180","6072749925",""
"MEDICAID","38992513","296478103062","GA22244478027","ANTHONY LEE","M","2015-07-27","336 CHURCH RD","","LAKE MAUREEN","GA","30118","HARALSON","ATLANTA","9414859413","","","English","2025-05-01","9999-12-31","Y","531749043","CARROLLTON PRIMARY CARE ASSOCIATES","8222164166","GA480073-5649","JOHN","GONZALEZ","8119 OAK CT","","CRYSTALBERG","GA","30110","3197693711","2503517078"
"MEDICAID","74210560","450691511825","GA47266127217","MARISSA W HOOD","F","2015-09-07","3186 LAKE PKWY","","WASHINGTONSHIRE","GA","30154","CARROLL","ATLANTA","6726291771","","","English","2024-05-25","9999-12-31","Y","435496197","MARIETTA HEALTH SERVICES INC","8657935096","GAP26749337992-5370","BRIAN","ORTEGA","5746 ELM RD","","CASTROBURGH","GA","30110","7369114128","4807509589"
"MEDICAID","29715090","885474084705","GA62526850458","JOHN BRYANT","M","2015-03-27","6529 VALLEY TER","","LITTLEVIEW","GA","30182","CARROLL","ATLANTA","8376218395","","","English","2025-01-01","9999-12-31","Y","435496197","BOWDON CARE CLINIC","8226367589","GA306763-3348","KRISTA","HUNT","9263 PEACHTREE CT","","NORTH MICHAELLAND","GA","30117","8802881248","5746766291"
"MEDICAID","58532395","629695628022","GA39609747864","SAMANTHA BUSH","M","2015-11-08","2634 PEACHTREE TER","","JACOBSBERG","GA","30112","CARROLL","ATLANTA","4376493789","","","English","2025-07-01","9999-12-31","Y","455326707","ROME WELLNESS GROUP","2584546397","GAP22977386255-9354","PATRICIA","LEE","6872 LAKE RD","Apt 75","EAST SANDYHAVEN","GA","30180","9114102611","3549773288"
"MEDICAID","95109786","960401248522","GA37701794670","JOSHUA COLON","F","2015-01-07","6518 RIVER RD","","HEATHERVIEW","GA","30199","CARROLL","ATLANTA","5822341900","","","English","2024-11-01","9999-12-31","Y","435496197","TEMPLE PRIMARY CARE ASSOCIATES","8334520557","GAP21058551232-4823","RONALD","SUAREZ","984 OAK BLVD","","NEW MICHAEL","GA","30117","7864102211",""
"MEDICAID","83390204","751443450750","GA25514284290","WILLIAM REID","M","2009-12-24","4937 BROOK CT","","EAST TARA","GA","30131","HARALSON","ATLANTA","7874443634","","","English","2024-04-01","9999-12-31","Y","608635713","VILLA RICA PRIMARY CARE ASSOCIATES","5279628516","GAP50060762286-4138","JACQUELINE","HANSEN","8734 FOREST CT","","NORTH KAYLAMOUTH","GA","30125","2149004964","6632879761"
"MEDICAID","50788687","866742423088","GA50381198135","DAVID JOHNSON","F","2011-06-17","2955 SUNSET ST","","LAKE LORI","GA","30143","HARALSON","ATLANTA","3209526611","","","English","2025-08-01","9999-12-31","Y","608635713","ATLANTA CARE CLINIC","5279628516","GAP50060762286-4138","DAVID","CONLEY","4097 AZALEA AVE","","WEST LINDABERG","GA","30125","5286936110","5563169601"
"MEDICAID","42433213","821423191320","GA34237737153","NATHAN WHEELER","F","2014-10-25","8709 RIVER HWY","","ISABELLASIDE","GA","30105","HARALSON","ATLANTA","5999374196","","","English","2025-10-01","9999-12-31","Y","608635713","VILLA RICA CARE CLINIC","5279628516","GAP50060762286-4138","JACQUELINE","RAY","6803 MAIN CT","","WEST MARK","GA","30125","3173874509","5979192574"
"MEDICAID","36517722","501338482203","GA65235236716","GREGORY HARRELL","M","2015-03-19","3018 LINCOLN PKWY","","NEW HENRYTOWN","GA","30153","HARALSON","ATLANTA","3832607135","","","English","2025-05-01","9999-12-31","Y","435496197","ROME MEDICAL CENTER","8226367589","GA306763-3348","DANA","WILLIS","3919 PIEDMONT AVE","","PORT LISASHIRE","GA","30117","2645369141","8045839033"
"MEDICAID","15678361","861598065548","GA78196100331","BRENDA BAILEY","F","2015-09-17","2308 HIGHLAND BLVD","","KELSEYFORT","GA","30116","PAULDING","ATLANTA","9502017921","","","English","2026-01-01","9999-12-31","Y","496659375","ATLANTA FAMILY HEALTHCARE CENTER","8567551671","GAP88783213114-4663","MICHELLE","CLINE","9566 CHURCH LN","Unit 462","JOHNSONFORT","GA","30141","6572008981","3129045281"
"MEDICAID","77422509","189489029366","GA30473620680","FRANK KLINE","M","2015-01-26","3484 RIVER PL","","WILLIAMSFORT","GA","30108","CARROLL","ATLANTA","9455551682","","","English","2025-06-01","9999-12-31","Y","435496197","TEMPLE CARE CLINIC","3097322255","GAP47064287348-9594","MARY","SANCHEZ","742 HIGHLAND CT","","LAKE MICHELEFORT","GA","30117","4314391048",""
"MEDICAID","59726192","527974234289","GA66377068996","KAITLYN BARKER","M","2015-09-12","79 PIEDMONT ST","","GALLEGOSBOROUGH","GA","30107","CARROLL","ATLANTA","6067817361","","5366659228","English","2025-06-01","9999-12-31","Y","352577380","VILLA RICA SURGICAL SPECIALISTS","1450934426","GA725578-9811","MARY","SPEARS","8710 MILL BLVD","Ste 171","REYESMOUTH","TX","78753","2768483998","3165128622"
"MEDICAID","82011918","426129016097","GA76166672551","JUSTIN HUGHES","M","2015-09-08","4488 MAPLE CT","","EAST KATHERINE","GA","30167","CARROLL","ATLANTA","8433166501","","","English","2025-03-01","9999-12-31","Y","435496197","ROME FAMILY MEDICINE","2359739879","GAP16312737458-2214","STEPHANIE","THOMPSON","5545 PARK WAY","Unit 306","LAKE MORGANTON","GA","30110","7647013274","7944646174"
"MEDICAID","35221068","344954504928","GA77459584054","FRANK ARMSTRONG","M","2015-12-17","2065 RIVER AVE","","GOMEZSTAD","GA","30137","CARROLL","ATLANTA","7537325152","","","English","2025-08-01","9999-12-31","Y","435496197","BOWDON MEDICAL GROUP OF","2938946865","GA280597-5881","MATTHEW","MERCER","6892 ELM BLVD","Unit 131","FARMERCHESTER","GA","30117","8282725054","4525084743"
"MEDICAID","84339416","732728529527","GA69391718062","TAMMIE N VINCENT","F","2015-03-12","5424 SUNSET DR","","EAST MATTHEWSIDE","GA","30104","CARROLL","ATLANTA","4798856754","","","English","2025-10-01","9999-12-31","Y","546744816","BREMEN WELLNESS GROUP","5026733333","GA460333-1116","MELISSA","WILLIAMS","8858 PEACHTREE BLVD","","WEST JENNIFERTON","GA","30157","3129461663",""
"MEDICAID","46285630","334958353507","GA10725227904","DEBORAH W BYRD","F","2015-03-04","6527 VALLEY AVE","","SUSANVIEW","GA","30109","CARROLL","ATLANTA","3294227503","","","English","2025-09-01","9999-12-31","Y","635300635","BOWDON MEDICAL CENTER","3419768939","GAP79309773981-0161","PHYLLIS","MEYER","4875 OAK PL","Apt 474","ROBERTSSTAD","GA","30117","4242957280","2963324221"
"MEDICAID","74907815","167900660257","GA21750361639","JOSEPH ORTIZ","F","2015-11-06","5368 MILL LN","","NEW MATTHEWHAVEN","GA","30141","CARROLL","ATLANTA","4567945331","","","English","2025-08-01","9999-12-31","Y","435496197","BREMEN MEDICAL CENTER","2938946865","GA280597-5881","JEFFREY","RIVERA","2438 MILL HWY","Ste 31","NORTH AMBERBURGH","GA","30117","3982249901","2169913245"
"MEDICAID","78374242","928718242799","GA14353890172","ANDREW DELEON","F","1984-11-21","5167 BROOK RD","","JILLHAVEN","GA","30161","CARROLL","ATLANTA","2733051446","","","English","2026-02-13","9999-12-31","Y","","","","","","","","","","","","",""
"MEDICAID","40614807","169012033166","GA39145918705","KATRINA SMITH","F","2015-10-08","9584 MAIN WAY","","PORT JOANNE","GA","30178","CARROLL","ATLANTA","2348933795","","","English","2026-01-24","9999-12-31","Y","587865728","BREMEN HEALTHCARE GROUP","1916803122","GA128543-7651","MARY","LIVINGSTON","7405 AZALEA BLVD","","ANDREWVILLE","GA","30180","4909571894","3473117043"
"MEDICAID","82639464","212704791565","GA96203784507","RHONDA HOLLAND","M","2014-12-05","2853 LAKE TER","","PORT MALIK","GA","30174","CARROLL","ATLANTA","2337507148","","","English","2025-03-01","9999-12-31","Y","635300635","BREMEN PRIMARY CARE ASSOCIATES","5481288883","GAP92647036953-2759","ALEXANDER","COLLINS","7239 PEACHTREE RD","Unit 212","JESSICATON","GA","30117","7136334365","3176686722"
"MEDICAID","96930474","312357551057","GA23761713812","CAROLYN SMITH","F","1993-09-20","6207 MAIN BLVD","","PAGEFORT","GA","30163","HARALSON","ATLANTA","7036131558","","","English","2024-03-23","9999-12-31","Y","455326707","ROME HEALTH SERVICES INC","2584546397","GAP22977386255-9354","JAMES","COMPTON","620 FOREST RD","Ste 462","OLIVERVIEW","GA","30180","2419525018","3194477054"
"MEDICAID","64606227","824372668161","GA35198213630","JOHNNY TRUJILLO","M","2011-07-28","4548 PINE LN","","SOUTH KRISTINA","GA","30183","CARROLL","ATLANTA","5042597748","","","English","2025-12-01","9999-12-31","Y","900602654","ROME PRIMARY CARE ASSOCIATES","5824887835","GA115053-4015","NANCY","JOHNSON","8176 OAK PL","Unit 61","NEW VICTORIA","GA","30180","6119885621","7963395982"
"MEDICAID","22016728","111218272741","GA36115105921","KEVIN RASMUSSEN","M","2014-04-09","7409 OAK DR","","LAKE WILLIAMFURT","GA","30102","CARROLL","ATLANTA","3474504055","","","English","2020-02-01","9999-12-31","Y","900602654","MARIETTA HEALTH PARTNERS","5824887835","GA115053-4015","KENNETH","THOMPSON","8619 BROOK ST","Apt 26","WEST JEFFREY","GA","30180","8805226577","6147552697"
"MEDICAID","82374821","418302813156","GA64945135778","DAWN COLEMAN","M","2014-01-13","3489 LINCOLN HWY","","MARTINEZSHIRE","GA","30150","CARROLL","ATLANTA","2985712963","","","English","2024-11-01","9999-12-31","Y","435496197","VILLA RICA PRIMARY CARE ASSOCIATES","8226367589","GA306763-3348","AMY","GARCIA","4177 RIVER TER","","LEEBERG","GA","30117","6388054180","3542596300"
"MEDICAID","14080272","184261984903","GA39081383246","NICHOLAS BAILEY","F","2015-05-13","2366 VALLEY LN","","WEST KEVIN","GA","30117","CARROLL","ATLANTA","9136776161","","","English","2025-03-01","9999-12-31","Y","587865728","VILLA RICA HEALTH SERVICES INC","1916803122","GA128543-7651","AARON","BYRD","1338 PEACHTREE WAY","","RYANSTAD","GA","30180","4814671611","3282246396"
"MEDICAID","92115618","155265799258","GA57697545914","JOHNATHAN H OWENS","F","2015-09-14","9827 RIVER LN","","PORT KIMBERLY","GA","30190","CARROLL","ATLANTA","3278167165","","","English","2025-09-01","9999-12-31","Y","823761529","BREMEN HEALTH PARTNERS","3562340185","GA204117-5427","TRAVIS","JOHNSON","384 LAKE PKWY","","ERICPORT","GA","30117","6497159816","8029012479"
"MEDICAID","55941396","235218818962","GA35577325193","ERICA L HOLLOWAY","M","2015-08-15","2971 LINCOLN AVE","","JILLIANLAND","GA","30178","CARROLL","ATLANTA","6848043929","","","English","2025-09-01","9999-12-31","Y","435496197","VILLA RICA HEALTH SERVICES INC","3584448981","GAP95029669017-4764","ALLISON","SULLIVAN","3127 MAIN BLVD","","NORTH JOHNVIEW","GA","30117","5337487869",""
"MEDICAID","97122120","177330704751","GA83637999426","RANDY GARCIA","F","2015-06-05","5279 PEACHTREE PL","","JACKSONBURGH","GA","30167","CARROLL","ATLANTA","7906171449","","","English","2025-03-01","9999-12-31","Y","435496197","ROME MEDICAL ASSOCIATES","2938946865","GA280597-5881","CYNTHIA","KING","7853 MAGNOLIA LN","Ste 119","WEST NATALIEVILLE","GA","30117","8843109745","8569868365"
"MEDICAID","14079855","367514399899","GA42985909103","WILLIAM BATES","F","1989-12-10","2283 CHURCH WAY","","EAST MOLLY","GA","30108","CARROLL","ATLANTA","5457358051","","","English","2026-01-28","9999-12-31","Y","891711931","BOWDON WELLNESS GROUP","3938771215","GA992685-6425","MARILYN","WILKERSON","8731 LAKE TER","Apt 254","SOUTH JESSICA","GA","30180","8144552959","7124933901"
"MEDICAID","95825518","240006344436","GA37371930677","MEGAN BROOKS","F","2015-01-03","3709 OAK RD","","PORT DANIELBURGH","GA","30104","CARROLL","ATLANTA","5624392320","","","English","2026-03-01","9999-12-31","Y","823761529","ROME MEDICAL ASSOCIATES","1017921409","GA106244-7748","EDUARDO","YATES","4205 WASHINGTON BLVD","","PORT LYNN","GA","30217","7783594293","7698285098"
"MEDICAID","71494581","340770395150","GA54521116438","DEBORAH G LYNCH","M","2015-05-23","332 CEDAR TER","","JESSICAFURT","GA","30172","CARROLL","ATLANTA","4778954470","","","English","2025-06-01","9999-12-31","Y","435496197","VILLA RICA FAMILY MEDICINE","8226367589","GA306763-3348","JAMES","SHARP","173 PARK ST","","AMBERBURY","GA","30117","2807939343","7157008073"
