AMISYS NUMBER,MEDICAID NUMBER,FIRST NAME,MIDDLE NAME,LAST NAME,MEMBER DOB,GENDER,MEMBER PHONE NUMBER,MEMBER ADDRESS LINE 1,MEMBER ADDRESS LINE 2,MEMBER CITY,MEMBER STATE,MEMBER ZIP,MPK NAME,ASSIGNED TIN NAME,ASSIGNED TIN,PCP FIRST NAME,PCP MIDDLE NAME,PCP LAST NAME,PCP NPI,PCP SPECIALTY,MEMBER MONTHS,LINE OF BUSINESS,PRODUCT,POPULATION HEALTH CATEGORY,PRIMARY RISK CATEGORY,RISK SCORE,TOTAL PCP CLAIMS,ALL ADMITS,ACUTE ADMITS,OP CLAIMS,ED VISITS,ED TO IP VISITS,SNF ADMITS,INNTWRK SPEC CLAIMS,OUTNTWRK SPEC CLAIMS,TOTAL BRAND RX COUNT,GENERIC RX COUNT,OTH CLAIMS,PREVENTABLE ADMITS,PREVENTABLE ED VISITS,MEMBER ELIG START MONTH,MEMBER MEDICAID START MONTH,MEMBER TYPE,EMAIL_ADDRESS
U1494552807,867459428,ROBERT,,NELSON,2008-04-25,M,963-213-6290,7942 PARK PL,,JAMESMOUTH,IL,61609,SPRINGFIELD MEDICAL CENTER,AURORA COMMUNITY HEALTH CENTER,369979721,MARIA,,JACKSON,6231216587,PEDIATRICS,2,MEDICAID,MEDICAID,HEALTHY,DERMATOLOGY,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,
U1637190788,403060925,DANIELLE,,STEWART,2018-01-05,M,716-404-5020,572 OAK WAY,,SOUTH LAURIE,IL,60670,NAPERVILLE HEALTH PARTNERS,SPRINGFIELD HEALTH SERVICES,596828816,HEATHER,,JONES,8630679207,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,EYEEARNOSETHROAT,0.47265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202509,202509,,
U1844335021,803660215,TYLER,,MCDONALD,1972-09-10,M,519-237-9488,6756 PINE BLVD,,SOUTH RANDYSTAD,IL,62977,CICERO PHYSICIANS GROUP,WAUKEGAN MEDICAL ASSOCIATES,773093742,ROBERT,,HOOVER,2028857446,PHYSICIAN S ASSISTANT,2,MEDICAID,MEDICAID EXPANSION,HIGH RISK,IMMUNODEFICIENCY,2.70466,0,0,0,1,0,0,0,2,0,2,1,1,0,0,202107,202107,,
U3976137618,650327954,COURTNEY,,ROWE,2015-04-27,F,424-577-5444,7997 LAKE AVE,,NICOLETOWN,IL,61671,ROCKFORD FAMILY MEDICINE,PEORIA MEDICAL CENTER,369979721,SHERRI,,UNDERWOOD,7443485770,CLINIC,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,
U5181711965,717123291,KEITH,,BROWN,1969-12-19,M,848-485-3306,2542 ELM ST,,SHARONFORT,IL,62984,AURORA HEALTH PARTNERS,NAPERVILLE MEDICAL GROUP,773093742,MARIA,,CAMPBELL,7593549839,FAMILY PRACTICE,2,MEDICAID,SSI NON - DUAL,BEHAVIORAL HEALTH ONLY-AT RISK,DEMOGRAPHICS,0.2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202311,202311,,
U4295915361,557281054,SUE,,HAMILTON,1986-06-19,F,891-854-8763,2713 OAK CT,,NORTH JOHN,IL,61994,AURORA INTEGRATED CARE,CHICAGO MEDICAL ASSOCIATES,795664483,WANDA,,SULLIVAN,5692280282,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MAJOR CHRONIC-AT RISK,HEPATOLOGY,1.3111,0,0,0,0,0,0,0,0,0,0,5,0,0,0,202504,202504,,robert38@example.net
U8065954982,940416870,TIMOTHY,,THOMAS,1963-10-25,F,727-743-6781,4985 LINCOLN BLVD,,ELIZABETHFORT,IL,61187,PEORIA MEDICAL CENTER,ELGIN PRIMARY CARE ASSOCIATES,741306290,STEVEN,,THOMPSON,6822283044,NURSE PRACTITIONERS,2,MEDICAID,SSI NON - DUAL,OTHER MINOR CHRONIC-AT RISK,MOOD DISORDER/DEPRESSION,0.95145,0,0,0,1,0,0,0,0,0,0,3,0,0,0,202505,202505,,
U3351096774,738174963,LINDA,,MENDEZ,2017-11-27,F,778-758-9354,1471 OAK LN,,NICHOLASTON,IL,60695,SPRINGFIELD MEDICAL CENTER,ELGIN WELLNESS GROUP,452480039,ANDREW,C,ARMSTRONG,5271599884,OB GYN,2,MEDICAID,MEDICAID,HEALTHY,EYEEARNOSETHROAT,0.45349,0,0,0,0,0,0,0,0,0,0,2,0,0,0,202303,202303,,hsullivan@example.com
U2648943104,645638507,GAIL,,PORTER,1987-06-08,F,327-803-3817,7098 VALLEY ST,,NORTH JENNIFER,IL,60498,CICERO SURGICAL SPECIALISTS,CHICAGO INTEGRATED CARE,507138208,KENNETH,,SULLIVAN,7856753600,CLINIC,2,MEDICAID,MEDICAID,CHRONIC BIG 5-STABLE,INFECTIOUSDISEASE,1.17398,0,0,0,0,0,0,0,1,0,2,3,0,0,0,202401,202401,,kathryn39@example.net
U6246773771,326651336,KENNETH,,CHAVEZ,2008-05-05,M,215-643-7276,1948 HALSTED CT,,NEW JORGE,IL,62844,AURORA HEALTH SERVICES,WAUKEGAN PRIMARY CARE ASSOCIATES,765625422,PATRICK,E,BREWER,5498422313,PEDIATRICS,2,MEDICAID,SSI KIDS,RARE HIGH COST COND-STABLE,AUTISM & DEVELOPMENTAL DISORDE,3.78543,1,0,0,0,0,0,0,1,0,0,7,1,0,0,202311,202311,,
U3645181550,927449996,CHARLES,,MORSE,2001-11-17,F,581-590-4213,1718 FOREST RD,,PORT SCOTTTON,IL,60675,NAPERVILLE MEDICAL ASSOCIATES,PEORIA PRIMARY CARE ASSOCIATES,507138208,CLAIRE,,KELLEY,5072053197,CLINIC,2,MEDICAID,MEDICAID,HEALTHY-AT RISK,DEMOGRAPHICS,0.27558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202311,202311,,williamsdiane@example.org
U7752527669,374408810,BRIAN,,GARDNER,1975-04-14,M,382-579-7795,6059 HIGHLAND RD,,SHERRYCHESTER,IL,61823,PEORIA MEDICAL CENTER,WAUKEGAN PHYSICIANS GROUP,795664483,JUSTIN,,GONZALES,5692280282,CLINIC,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,DEMOGRAPHICS,0.46805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202410,202410,,eramirez@example.net
U1055578119,430922696,SCOTT,,MOORE,2013-05-09,M,345-669-8136,1938 ELM BLVD,,HERNANDEZPORT,IL,60670,ELGIN MEDICAL ASSOCIATES,SPRINGFIELD WELLNESS GROUP,596828816,CAROLYN,,LARA,8807999660,CLINIC,2,MEDICAID,SSI KIDS,OTHER MAJOR CHRONIC-AT RISK,NEUROLOGY,0.29686,0,0,0,0,0,0,0,1,0,1,1,0,0,0,202501,202501,,davidgross@example.com
U5440708273,725082491,TODD,,BOYD,2011-01-18,M,904-367-3275,5514 MAPLE CT,,SOUTH JENNIFER,IL,61661,JOLIET PRIMARY CARE ASSOCIATES,SPRINGFIELD MEDICAL ASSOCIATES,369979721,CHRISTINE,,CRUZ,2555420584,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.47265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202408,202408,,zrollins@example.net
U9046709887,379902815,JAMES,,POPE,1985-10-24,F,445-624-9828,3519 MADISON PL,,NEW SHARONCHESTER,IL,62859,WAUKEGAN HEALTHCARE GROUP,ROCKFORD HEALTHCARE GROUP,765625422,JAMES,E,HERNANDEZ,3896690786,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-AT RISK,PAIN,0.26486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202107,202107,,tylervasquez@example.org
U8924325733,807249550,CATHERINE,,TAYLOR,1961-03-21,M,441-284-3851,4553 MAPLE CT,,SOUTH HEATHER,IL,62908,JOLIET HEALTH PARTNERS,PEORIA FAMILY MEDICINE,773093742,PAUL,C,TAYLOR,6991966017,FAMILY PRACTICE,2,MEDICAID,SSI NON - DUAL,OTHER MINOR CHRONIC-AT RISK,PSYCHOTIC & SCHIZOPHRENIC DISO,0.45661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202401,202401,,
U3690226547,117485971,LARRY,,HOGAN,1995-11-14,F,681-548-4779,6138 MAIN BLVD,,NORTH JOSEPHMOUTH,IL,62808,JOLIET MEDICAL ASSOCIATES,ELGIN COMMUNITY HEALTH CENTER,765625422,ALEXANDER,K,KELLY,4942666363,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,HEALTHY,PAIN,0.34735,2,0,0,0,0,0,0,1,0,0,2,0,0,0,202310,202310,,
U8272723779,467707922,JENNIFER,,THOMAS,1995-09-16,F,460-325-9723,2343 LAKE PL,,NORTH GARRETT,IL,61807,WAUKEGAN HEALTH SERVICES,CHICAGO CARE CLINIC,795664483,KRISTINA,G,GRIFFIN,7155488036,FAMILY PRACTICE,2,MEDICAID,MEDICAID,BEHAVIORAL HEALTH ONLY-AT RISK,NEPHROLOGY,2.42009,0,0,0,5,0,0,0,0,0,0,1,4,0,0,202408,202408,,ashley20@example.com
U1022316716,877423234,JESSICA,,MORALES,1970-01-12,M,410-827-6642,3668 WACKER AVE,,EAST BETH,IL,61676,JOLIET MEDICAL ASSOCIATES,JOLIET COMMUNITY HEALTH CENTER,369979721,HEATHER,,THOMAS,2555420584,CLINIC,2,MEDICAID,SSI NON - DUAL,CHRONIC BIG 5-AT RISK,PULMONOLOGY,0.61988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202502,202502,,
U4226699041,438500792,MICHELLE,,BALL,1985-11-22,F,547-850-8705,1986 FOREST TER,,SMITHSIDE,IL,61943,AURORA INTEGRATED CARE,CICERO MEDICAL ASSOCIATES,795664483,ANDREW,,ANDERSON,5692280282,CLINIC,2,MEDICAID,MEDICAID,HEALTHY-AT RISK,DEMOGRAPHICS,0.26486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,
U1338206248,280650131,THERESA,,ZIMMERMAN,1997-07-26,M,774-966-1536,5594 CEDAR DR,,ALVAREZLAND,IL,60145,WAUKEGAN HEALTH PARTNERS,CICERO WELLNESS GROUP,741306290,TERESA,,TAYLOR,2974928759,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-AT RISK,SLEEP DISORDER,1.07429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202507,202507,,barbarareynolds@example.org
U7309105787,644797558,DAVID,,CAMPOS,1963-09-11,M,364-337-9420,5983 CLARK TER,Apt 411,ELIZABETHPORT,IL,62908,NAPERVILLE SURGICAL SPECIALISTS,WAUKEGAN MEDICAL ASSOCIATES,773093742,RODNEY,H,FRAZIER,9653617583,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-AT RISK,DIABETES,1.31905,1,0,0,1,0,0,0,0,0,2,1,0,0,0,202311,202311,,
U5766945566,254106098,MITCHELL,,SCOTT,1973-12-14,M,218-290-8444,3181 RIDGE BLVD,,WEST JUSTIN,IL,61484,JOLIET CARE CLINIC,NAPERVILLE FAMILY MEDICINE,741306290,MARK,,LE,3043751525,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-AT RISK,CARDIOLOGY,1.70727,0,0,0,0,0,0,0,0,0,0,6,0,0,0,202509,202509,,timothy70@example.com
U4044579000,158739442,ANNA,,KIM,2015-07-05,F,709-282-1438,2791 OAK TER,,NORTH SANDRABERG,IL,62802,SPRINGFIELD CARE CLINIC,WAUKEGAN HEALTHCARE GROUP,773093742,DIANA,,GONZALEZ,6098958192,CLINIC,2,MEDICAID,SSI KIDS,NOT YET CATEGORIZED,DEMOGRAPHICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,
U9996938058,395571961,LUIS,,SMITH,1986-05-13,F,630-333-5852,919 LINCOLN BLVD,,PORT DOUGLAS,IL,62815,JOLIET MEDICAL CENTER,PEORIA MEDICAL GROUP,765625422,NICOLE,,SIMS,2283980133,CLINIC,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-AT RISK,DEMOGRAPHICS,0.26486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202512,202512,,fmartinez@example.com
U2861328810,349211394,STEVEN,,GONZALEZ,2015-03-25,F,571-218-3187,4533 OAK ST,,EAST WENDYFORT,IL,61832,AURORA HEALTH PARTNERS,ROCKFORD MEDICAL CENTER,795664483,COURTNEY,S,MYERS,6218869617,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,202506,202506,,
U9569930286,756713591,JOSEPH,,VASQUEZ,1977-09-16,F,966-595-5690,7409 PINE AVE,,LISATON,IL,61694,PEORIA HEALTH SERVICES,CICERO HEALTH SERVICES,369979721,PAMELA,D,PERRY,5946194579,OB GYN,2,MEDICAID,MEDICAID EXPANSION,OTHER MINOR CHRONIC-AT RISK,INFECTIOUSDISEASE,0.94407,0,0,0,0,0,0,0,0,0,0,3,0,0,0,202505,202505,,lydia13@example.net
U7446584880,198883788,JOHN,,BREWER,2009-04-28,F,473-665-4657,2177 ELM PL,,LAKE MATTHEW,IL,62641,NAPERVILLE INTEGRATED CARE,AURORA PRIMARY CARE ASSOCIATES,465579400,KELLY,,PACHECO,4121912906,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,BMI: OBESITY,3.28873,1,0,0,0,0,0,0,0,0,0,2,0,0,0,202305,202305,,
U6307331508,128020244,COLIN,,DAVID,2008-04-10,F,995-573-4498,7395 MILL LN,,DYLANTOWN,IL,62928,CICERO CARE CLINIC,CHICAGO FAMILY HEALTHCARE CENTER,765625422,RYAN,G,MAY,4261393417,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,HEALTHY,DERMATOLOGY,0.63119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202211,202211,,
U3351744075,304098847,KELLY,,JOHNSON,1991-12-05,F,484-297-5618,4782 MICHIGAN BLVD,,NORTH HEATHER,IL,62929,NAPERVILLE MEDICAL ASSOCIATES,WAUKEGAN CARE CLINIC,773093742,CHRISTINE,,DAVIS,7593549839,FAMILY PRACTICE,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,PAIN,0.99346,1,0,0,1,0,0,0,0,0,0,4,0,0,0,202401,202401,,bakeremily@example.org
U7966644161,895377456,PATRICK,,HUGHES,1979-08-02,M,913-452-2199,7839 MAIN BLVD,,NEW BRUCEVIEW,IL,62940,CHICAGO HEALTH SERVICES,JOLIET COMMUNITY HEALTH CENTER,773093742,ISABEL,,TRAVIS,4196761735,INTERNAL MEDICINE,2,MEDICAID,SSI NON - DUAL,OTHER MAJOR CHRONIC-AT RISK,HEPATOLOGY,1.29004,2,0,0,0,1,0,0,0,0,0,3,0,0,0,202502,202502,,
U5909705972,220861636,CHRISTINA,,LOVE,2018-09-14,F,231-960-4554,357 RIDGE RD,,NORTH ROBIN,IL,60695,NAPERVILLE FAMILY MEDICINE,PEORIA COMMUNITY HEALTH CENTER,285045219,GREGG,P,WILLIAMS,2289144114,PEDIATRICS,2,MEDICAID,MEDICAID,ACUTE EPISODIC-MINOR,INFECTIOUSDISEASE,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202407,202407,,karen34@example.org
U5680383441,738816982,JOHN,,DANIELS,2007-07-18,M,390-444-3026,5320 SUNSET CT,,WEST MACKENZIESIDE,IL,62296,ROCKFORD SURGICAL SPECIALISTS,ELGIN HEALTHCARE GROUP,773093742,JOYCE,C,JONES,7685263215,FAMILY PRACTICE,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,EYEEARNOSETHROAT,0.12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202203,202203,,laura61@example.com
U1252198146,733741045,MICHELLE,,SMITH,2018-09-05,F,741-641-7995,4145 STATE WAY,,NORTH SARAH,IL,60667,CHICAGO PHYSICIANS GROUP,JOLIET INTEGRATED CARE,452480039,AUTUMN,,HAWKINS,1039480158,CLINIC,2,MEDICAID,MEDICAID,ACUTE EPISODIC-MINOR,INFECTIOUSDISEASE,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202501,202501,,stanleychris@example.com
U7543064580,891728586,ERIK,,HARRIS,1999-07-08,F,679-786-1818,3228 VALLEY TER,,MICHAELSIDE,IL,61165,ELGIN HEALTHCARE GROUP,NAPERVILLE COMMUNITY HEALTH CENTER,507138208,ROBERT,,STANLEY,5072053197,CLINIC,2,MEDICAID,MEDICAID,CHRONIC BIG 5-AT RISK,PSYCHOTIC & SCHIZOPHRENIC DISO,0.73557,1,0,0,0,0,0,0,0,0,1,4,0,0,0,202506,202506,,popedustin@example.net
U4926943327,583172170,MARK,,VAUGHN,2019-05-07,F,634-632-8968,344 HALSTED RD,,SOUTH DANA,IL,60400,ROCKFORD FAMILY HEALTHCARE CENTER,PEORIA MEDICAL GROUP,507138208,ROBERT,P,CROSS,7410777968,PEDIATRICS,2,MEDICAID,MEDICAID,HEALTHY,DERMATOLOGY,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202412,202412,,
U9366749881,782082323,BECKY,,STUART,1993-06-21,M,962-463-8711,3960 CLARK DR,,STONESIDE,IL,62878,NAPERVILLE MEDICAL ASSOCIATES,ROCKFORD PRIMARY CARE ASSOCIATES,773093742,MORGAN,,PITTMAN,2800473136,CLINIC,1,MEDICAID,MEDICAID EXPANSION,NOT YET CATEGORIZED,NOT ASSIGNED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202602,202602,,
U2111825502,549968252,LARRY,,MORALES,2014-02-15,F,693-861-3224,1854 WACKER WAY,,NEW SUSANVIEW,IL,61878,PEORIA PRIMARY CARE ASSOCIATES,NAPERVILLE MEDICAL GROUP,795664483,KEVIN,,BROOKS,7589981195,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202511,202511,,
U3387081109,286346524,KATHRYN,,TORRES,1991-06-03,M,969-252-2598,9126 CEDAR ST,,ROBERTMOUTH,IL,62934,ROCKFORD MEDICAL GROUP,WAUKEGAN FAMILY MEDICINE,773093742,MICHELLE,M,WILCOX,9653617583,FAMILY PRACTICE,2,MEDICAID,SSI NON - DUAL,OTHER MINOR CHRONIC-AT RISK,OTHER MEDICAL,0.21056,0,0,0,0,0,0,0,0,0,0,4,0,0,0,202502,202502,,dixonnicole@example.net
U6409915115,439923597,TYRONE,,KENNEDY,1990-09-24,F,281-877-2007,7490 BROOK PL,,AMYBERG,IL,61518,ELGIN HEALTH SERVICES,JOLIET WELLNESS GROUP,369979721,SAMUEL,N,KING,5946194579,OB GYN,2,MEDICAID,MEDICAID EXPANSION,HIGH RISK,DIABETES,8.07318,1,0,0,0,0,0,0,0,0,1,11,0,0,0,202505,202505,,tammychambers@example.net
U3774774603,499824768,XAVIER,,BERG,1992-04-02,F,502-201-4775,6038 PINE CT,,EAST GEORGE,IL,62889,NAPERVILLE FAMILY MEDICINE,NAPERVILLE HEALTHCARE GROUP,765625422,SARA,F,WHITE,4942666363,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID,NOT YET CATEGORIZED,NOT ASSIGNED,1.29919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202601,202601,,georgegibson@example.com
U3955970426,713395305,VICTOR,,MASSEY,1966-05-13,M,721-456-5045,5444 LINCOLN BLVD,,WALLERVIEW,IL,62949,SPRINGFIELD PRIMARY CARE ASSOCIATES,ELGIN FAMILY HEALTHCARE CENTER,773093742,PRISCILLA,R,DOUGLAS,9253082059,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,DEMOGRAPHICS,0.46805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202107,202107,,
U7519374378,543483946,KYLE,,FIELDS,1976-11-20,F,959-679-3841,612 FOREST AVE,,PORT MATTHEW,IL,61608,ELGIN MEDICAL GROUP,PEORIA MEDICAL GROUP,369979721,JENNIFER,,WATSON,2555420584,CLINIC,2,MEDICAID,MEDICAID EXPANSION,OTHER MAJOR CHRONIC-AT RISK,MOOD DISORDER/DEPRESSION,2.29917,1,0,0,0,0,0,0,0,0,0,14,0,0,0,202502,202502,,
U3070748170,957091125,ANDREW,,THOMAS,2017-10-02,F,603-218-2391,3193 RIVER AVE,,RICKMOUTH,IL,61605,SPRINGFIELD HEALTHCARE GROUP,PEORIA CARE CLINIC,369979721,MARK,,REED,6231216587,PEDIATRICS,2,MEDICAID,MEDICAID,BEHAVIORAL HEALTH ONLY-STABLE,AUTISM & DEVELOPMENTAL DISORDE,0.45349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,johnathan61@example.net
U4394089688,415811888,SIERRA,,AGUILAR,2002-02-07,F,857-759-8323,9928 PINE CT,,LAKE WENDYFORT,IL,62647,NAPERVILLE WELLNESS GROUP,WAUKEGAN HEALTH SERVICES,465579400,DAVID,E,HARRIS,9872589012,FAMILY PRACTICE,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,GYNECOLOGY,0.74629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,202306,202306,,logan86@example.net
U2026511006,269195495,WILLIAM,,LEE,1991-10-24,M,680-928-8793,1771 WASHINGTON DR,,DILLONSTAD,IL,60623,CHICAGO FAMILY HEALTHCARE CENTER,SPRINGFIELD FAMILY MEDICINE,897941701,DANIEL,J,JORDAN,2483829853,FAMILY PRACTICE,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,DEMOGRAPHICS,0.22278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301,202301,,ryan49@example.com
U9016980166,637834889,TAMMY,,MARTINEZ,2000-11-18,F,835-971-6665,9279 BROOK RD,,ROBINCHESTER,IL,61633,AURORA PHYSICIANS GROUP,NAPERVILLE PRIMARY CARE ASSOCIATES,369979721,JEREMY,,LEE,1436168221,CLINIC,2,MEDICAID,MEDICAID,OTHER MAJOR CHRONIC-AT RISK,NEPHROLOGY,0.88648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,deborah47@example.net
U9502940471,371557498,JASON,,THOMPSON,1962-04-16,M,859-427-4086,5551 OAK BLVD,,LEONBERG,IL,62924,ELGIN COMMUNITY HEALTH CENTER,CICERO CARE CLINIC,773093742,VERNON,,FLYNN,2028857446,PHYSICIAN S ASSISTANT,2,MEDICAID,SSI NON - DUAL,OTHER MAJOR CHRONIC-AT RISK,RHEUMATOLOGY,0.88705,0,0,0,1,0,0,0,0,0,1,1,0,0,0,202506,202506,,evansjohnathan@example.org
U2048942837,672905454,MICHAEL,,GILL,1992-04-28,F,964-489-3334,1932 RIVER LN,,MICHAELLAND,IL,60689,ROCKFORD HEALTHCARE GROUP,SPRINGFIELD HEALTH SERVICES,452480039,DUSTIN,,WATERS,1039480158,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.38902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,beanedward@example.net
U7970406493,521590816,BRENT,,BAKER,2010-06-10,M,336-532-4469,3877 ELM AVE,,SOUTH ELIZABETHVILLE,IL,60533,ELGIN INTEGRATED CARE,PEORIA SURGICAL SPECIALISTS,285045219,ANNA,C,MYERS,7361038779,PEDIATRICS,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202405,202405,,mriddle@example.org
U8920813928,844341752,TROY,,HAWKINS,1969-01-07,M,805-431-3124,6035 RIDGE CT,,PORT DANA,IL,61699,CHICAGO CARE CLINIC,ROCKFORD FAMILY MEDICINE,369979721,VANESSA,,MOORE,9236812810,CLINIC,2,MEDICAID,SSI NON - DUAL,RARE HIGH COST COND-AT RISK,AIDS/HIV,3.12884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202409,202409,,
U8762489967,813358749,NICOLE,,WARD,2011-04-24,F,337-470-3099,4871 VALLEY CT,,PORT ANGELAVILLE,IL,62617,CICERO MEDICAL CENTER,PEORIA FAMILY MEDICINE,465579400,KIMBERLY,,MATTHEWS,4121912906,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-STABLE,DEMOGRAPHICS,0.45349,1,0,0,1,0,0,0,1,0,0,0,0,0,0,202502,202502,,
U5864819019,409496790,DESTINY,,BIRD,2006-02-24,M,568-982-9069,9104 MICHIGAN WAY,,BROWNFURT,IL,61844,ROCKFORD COMMUNITY HEALTH CENTER,ELGIN MEDICAL ASSOCIATES,795664483,GERALD,,POTTS,1431549965,CLINIC,2,MEDICAID,MEDICAID EXPANSION,HEALTHY,ORTHOPEDICS,0.12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202510,202510,,
U4759762711,783802856,THOMAS,,CHAMBERS,1972-08-08,F,688-661-3973,6803 RIVER DR,,LAKE CRAIG,IL,62880,NAPERVILLE HEALTHCARE GROUP,SPRINGFIELD PHYSICIANS GROUP,765625422,GEORGE,G,ALVARADO,4261393417,NURSE PRACTITIONERS,2,MEDICAID,MEDICAID EXPANSION,CHRONIC BIG 5-AT RISK,RHEUMATOLOGY,1.40577,1,0,0,0,0,0,0,0,0,1,5,0,0,0,202209,202209,,
U4730180612,161261102,AMANDA,,NELSON,1959-12-20,M,666-667-5132,1725 WASHINGTON BLVD,,BISHOPBURGH,IL,61623,CHICAGO HEALTH SERVICES,JOLIET HEALTHCARE GROUP,369979721,DAVID,,ROSE,1195810133,CLINIC,2,MEDICAID,SSI NON - DUAL,HEALTHY,DEMOGRAPHICS,0.1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202505,202505,,
U8358369839,768288155,MELANIE,,ROBERSON,2004-12-07,F,570-656-6555,6565 MAPLE RD,,GROSSLAND,IL,62915,CICERO COMMUNITY HEALTH CENTER,ROCKFORD PRIMARY CARE ASSOCIATES,773093742,TANNER,,MILLER,1959417054,CLINIC,2,MEDICAID,MEDICAID,OTHER MINOR CHRONIC-AT RISK,OBSTETRICS - PREGNANCY,0.27558,0,0,0,1,0,0,0,8,1,0,3,0,0,0,202511,202511,,joshua84@example.org
U8551673492,910869759,RYAN,,CONNER,2012-07-08,M,249-368-2747,6003 SUNSET ST,,HOFFMANFORT,IL,61628,ELGIN MEDICAL ASSOCIATES,AURORA MEDICAL GROUP,369979721,PETER,F,SANTOS,4423031451,FAMILY PRACTICE,2,MEDICAID,MEDICAID,CHRONIC BIG 5-AT RISK,PULMONOLOGY,0.96194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202208,202208,,meganjohnson@example.org
U4260429567,533749702,NICOLE,,MILLER,2010-09-11,M,874-733-9610,9826 PINE LN,,LAKE ANDREW,IL,60467,ELGIN WELLNESS GROUP,AURORA PHYSICIANS GROUP,507138208,DEREK,,JIMENEZ,5072053197,CLINIC,2,MEDICAID,MEDICAID,HEALTHY,DEMOGRAPHICS,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202412,202412,,
U8042740439,187857887,JESSICA,,MUNOZ,2009-05-13,M,552-391-2527,4531 MAIN PL,,SOUTH JAMESPORT,IL,60415,ROCKFORD WELLNESS GROUP,ELGIN WELLNESS GROUP,507138208,JUSTIN,J,WONG,7410777968,PEDIATRICS,2,MEDICAID,MEDICAID,HEALTHY,EYEEARNOSETHROAT,0.46741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202502,202502,,
